Id,Nodes,Label
15140,Touch-Based Fingertip Blood-Free Reliable Glucose Monitoring: Personalized Data Processing for Predicting Blood Glucose Concentrations,Touch-Based Fingertip Blood-Free Reliable Glucose Monitoring: Personalized Data Processing for Predicting Blood Glucose Concentrations
15141,Operationalizing the CARE and FAIR Principles for Indigenous data futures,Operationalizing the CARE and FAIR Principles for Indigenous data futures
15142,Real‑time COVID-19 diagnosis from X-Ray images using deep CNN and extreme learning machines stabilized by chimp optimization algorithm,Real‑time COVID-19 diagnosis from X-Ray images using deep CNN and extreme learning machines stabilized by chimp optimization algorithm
15143,Deep learning in ECG diagnosis: A review,Deep learning in ECG diagnosis: A review
15144,DeCLUTR: Deep Contrastive Learning for Unsupervised Textual Representations,DeCLUTR: Deep Contrastive Learning for Unsupervised Textual Representations
15145,Genome Warehouse: A Public Repository Housing Genome-scale Data,Genome Warehouse: A Public Repository Housing Genome-scale Data
15146,In vivo and neuropathology data support locus coeruleus integrity as indicator of Alzheimer’s disease pathology and cognitive decline,In vivo and neuropathology data support locus coeruleus integrity as indicator of Alzheimer’s disease pathology and cognitive decline
15147,GA4GH: International policies and standards for data sharing across genomic research and healthcare,GA4GH: International policies and standards for data sharing across genomic research and healthcare
15148,A Review on the Antimicrobial Activity of Schiff Bases: Data Collection and Recent Studies,A Review on the Antimicrobial Activity of Schiff Bases: Data Collection and Recent Studies
15149,Artificial intelligence and smart vision for building and construction 4.0: Machine and deep learning methods and applications,Artificial intelligence and smart vision for building and construction 4.0: Machine and deep learning methods and applications
15150,ETHNOGRAPHIC DATA IN BRITISH SOCIAL ANTHROPOLOGY,ETHNOGRAPHIC DATA IN BRITISH SOCIAL ANTHROPOLOGY
15151,Interlimb Asymmetries: The Need for an Individual Approach to Data Analysis,Interlimb Asymmetries: The Need for an Individual Approach to Data Analysis
15152,Deep Reinforcement Learning for Cyber Security,Deep Reinforcement Learning for Cyber Security
15153,Comparison of Deep Reinforcement Learning and Model Predictive Control for Adaptive Cruise Control,Comparison of Deep Reinforcement Learning and Model Predictive Control for Adaptive Cruise Control
15154,Dissipativity-Based Sampled-Data Control for Fuzzy Switched Markovian Jump Systems,Dissipativity-Based Sampled-Data Control for Fuzzy Switched Markovian Jump Systems
15155,A Lightweight Optical Flow CNN —Revisiting Data Fidelity and Regularization,A Lightweight Optical Flow CNN —Revisiting Data Fidelity and Regularization
15156,Error-Tolerant Deep Learning for Remote Sensing Image Scene Classification,Error-Tolerant Deep Learning for Remote Sensing Image Scene Classification
15157,Optimized container scheduling for data-intensive serverless edge computing,Optimized container scheduling for data-intensive serverless edge computing
15158,Image recognition of wind turbine blade damage based on a deep learning model with transfer learning and an ensemble learning classifier,Image recognition of wind turbine blade damage based on a deep learning model with transfer learning and an ensemble learning classifier
15159,Spatial landslide susceptibility assessment using machine learning techniques assisted by additional data created with generative adversarial networks,Spatial landslide susceptibility assessment using machine learning techniques assisted by additional data created with generative adversarial networks
15160,Data-Driven multiscale modeling in mechanics,Data-Driven multiscale modeling in mechanics
15161,Multiagent Deep Reinforcement Learning for Vehicular Computation Offloading in IoT,Multiagent Deep Reinforcement Learning for Vehicular Computation Offloading in IoT
15162,"Fusing simulated GEDI, ICESat-2 and NISAR data for regional aboveground biomass mapping","Fusing simulated GEDI, ICESat-2 and NISAR data for regional aboveground biomass mapping"
15163,Learning properties of ordered and disordered materials from multi-fidelity data,Learning properties of ordered and disordered materials from multi-fidelity data
15164,Business risk and the emergence of climate analytics,Business risk and the emergence of climate analytics
15165,Analytical wave structures in plasma physics modelled by Gilson-Pickering equation by two integration norms,Analytical wave structures in plasma physics modelled by Gilson-Pickering equation by two integration norms
15166,Testing (quizzing) boosts classroom learning: A systematic and meta-analytic review.,Testing (quizzing) boosts classroom learning: A systematic and meta-analytic review.
15167,Genetic basis of lacunar stroke: a pooled analysis of individual patient data and genome-wide association studies,Genetic basis of lacunar stroke: a pooled analysis of individual patient data and genome-wide association studies
15168,Automation in Agriculture by Machine and Deep Learning Techniques: A Review of Recent Developments,Automation in Agriculture by Machine and Deep Learning Techniques: A Review of Recent Developments
15169,Internet of Things attack detection using hybrid Deep Learning Model,Internet of Things attack detection using hybrid Deep Learning Model
15170,Data synthesis using deep feature enhanced generative adversarial networks for rolling bearing imbalanced fault diagnosis,Data synthesis using deep feature enhanced generative adversarial networks for rolling bearing imbalanced fault diagnosis
15171,A bidirectional LSTM deep learning approach for intrusion detection,A bidirectional LSTM deep learning approach for intrusion detection
15172,IBM: Cost of a Data Breach Report,IBM: Cost of a Data Breach Report
15173,COVID mortality in India: National survey data and health facility deaths,COVID mortality in India: National survey data and health facility deaths
